user_id,age,sexe,nombre_commandes,categories_preferees,commande_id,date_commande,nombre_articles,montant_total,adresse_id,ville,province,pays
112,1990,F,8,,772,2023-06-15,2,167.00,112.0,North Carol,Michigan,Oman
112,1990,F,8,,773,2023-07-02,4,704.94,112.0,North Carol,Michigan,Oman
113,1972,M,6,,774,2023-12-11,1,1.00,113.0,Lake Dawn,Louisiana,Martinique
113,1972,M,6,,775,2023-01-24,5,436.64,113.0,Lake Dawn,Louisiana,Martinique
114,2000,F,11,,776,2023-04-22,5,734.00,114.0,Taylortown,Oregon,San Marino
114,2000,F,11,,777,2023-01-09,3,298.94,114.0,Taylortown,Oregon,San Marino
114,2000,F,11,,778,2023-06-16,3,240.00,114.0,Taylortown,Oregon,San Marino
115,1973,F,4,,779,2023-06-06,2,352.00,115.0,Madisonmouth,Georgia,Portugal
115,1973,F,4,,780,2023-04-05,2,275.00,115.0,Madisonmouth,Georgia,Portugal
116,1955,M,5,,781,2023-06-14,4,510.00,116.0,North Janiceborough,Connecticut,Saint Kitts and Nevis
116,1955,M,5,,782,2023-12-01,1,88.00,116.0,North Janiceborough,Connecticut,Saint Kitts and Nevis
117,2000,F,13,,783,2023-03-25,4,485.00,,,,
117,2000,F,13,,784,2023-05-30,3,459.00,,,,
117,2000,F,13,,785,2023-06-29,2,91.00,,,,
117,2000,F,13,,786,2023-04-23,2,195.00,,,,
117,2000,F,13,,787,2023-10-09,2,78.00,,,,
118,1982,M,14,,788,2023-09-13,4,373.00,,,,
118,1982,M,14,,789,2023-08-09,3,506.00,,,,
118,1982,M,14,,790,2023-12-23,5,288.00,,,,
118,1982,M,14,,791,2023-11-21,2,270.00,,,,
119,1933,M,3,,792,2023-06-08,3,309.00,,,,
120,1976,M,13,,793,2023-04-19,4,641.00,,,,
120,1976,M,13,,794,2023-07-16,2,133.00,,,,
120,1976,M,13,,795,2023-06-19,1,20.00,,,,
120,1976,M,13,,796,2023-04-01,4,573.00,,,,
120,1976,M,13,,797,2023-08-01,2,119.00,,,,
121,1980,F,11,,798,2023-11-27,1,82.00,,,,
121,1980,F,11,,799,2023-10-04,1,82.00,,,,
121,1980,F,11,,800,2023-02-08,3,635.00,,,,
121,1980,F,11,,801,2023-11-24,3,326.00,,,,
121,1980,F,11,,802,2023-01-20,3,302.00,,,,
122,1996,M,17,,803,2023-01-09,2,89.00,,,,
122,1996,M,17,,804,2023-09-20,5,39608.00,,,,
122,1996,M,17,,805,2023-02-11,5,265.00,,,,
122,1996,M,17,,806,2023-01-01,5,740.00,,,,
123,1942,F,17,,807,2023-06-03,5,304.00,,,,
123,1942,F,17,,808,2023-11-15,2,108.00,,,,
123,1942,F,17,,809,2023-07-14,5,732.00,,,,
123,1942,F,17,,810,2023-09-01,1,124.00,,,,
123,1942,F,17,,811,2023-08-04,4,478.00,,,,
124,1983,F,15,,812,2023-09-02,4,329.00,,,,
124,1983,F,15,,813,2023-06-24,5,405.00,,,,
124,1983,F,15,,814,2023-09-06,2,153.98,,,,
124,1983,F,15,,815,2023-12-11,4,399.00,,,,
125,1998,M,15,,816,2023-04-02,3,297.00,,,,
125,1998,M,15,,817,2023-02-21,1,49.00,,,,
125,1998,M,15,,818,2023-03-13,3,241.00,,,,
125,1998,M,15,,819,2023-07-29,5,348.00,,,,
125,1998,M,15,,820,2023-06-21,3,283.00,,,,
